application_uid,authority_name,reference,planning_decision,n_docs_used,total_chars,used_refusal_section,mentions_heat_pump,n_labels,labels
22/326/PP,Orkney,,Application Refused,2,13135,True,False,3,visual_amenity; heritage_listed; heritage_conservation_area
22/A0620/NON,Aylesbury Vale,,Non-material amendments - refused,2,7809,False,True,3,visual_amenity; design_scale_siting; policy_general
22/P/01239,Guildford,,Refuse,3,34338,True,False,4,visual_amenity; design_scale_siting; policy_general; greenbelt
22/P/01478,Guildford,,Refuse,2,34873,True,False,5,heritage_listed; heritage_conservation_area; design_scale_siting; policy_general; greenbelt
220453CND,Ealing,,Refused,2,11003,False,True,4,noise; design_scale_siting; neighbour_amenity; policy_general
220990,Wokingham,,Refused,2,18748,False,True,5,noise; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general
221705LBC,Ealing,,Refused,2,29440,False,True,10,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; highways; flat_apartment
224061HH,Ealing,,Refused,2,23098,False,True,8,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flat_apartment
23/0004/FFU,Surrey Heath,,Refuse,3,33540,False,True,7,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general; greenbelt; highways
23/00098/FUL,Chichester,,REFUSE,3,38840,False,True,11,visual_amenity; noise; heritage_listed; design_scale_siting; permitted_development; neighbour_amenity; policy_general; trees_landscaping; greenbelt; biodiversity; flat_apartment
23/00136/CPU,Oxford,,Refused,2,9923,True,True,6,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; flat_apartment
23/00144/PPD,Western Isles,,Application Refused,8,6133328,True,False,2,design_scale_siting; policy_general
23/00286/LDCP,Lambeth,,Refuse Permission,2,19974,True,False,0,
23/00314/FULL,Westminster,,Application Refused,2,56332,True,True,4,visual_amenity; noise; heritage_conservation_area; design_scale_siting
23/00317/CLP,Edinburgh,,Refused,2,6419,True,False,1,permitted_development
23/00749/FUL,Oxford,,Refused,2,64844,True,False,7,noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flood_drainage
23/0077/DC,Pembrokeshire,,Part Refused_Part Approved,3,18106,False,True,5,noise; design_scale_siting; neighbour_amenity; policy_general; flood_drainage
23/00855/HOUSE,Sevenoaks,,Refused,2,41118,True,False,0,
23/00856/LBCALT,Sevenoaks,,Refused,2,31267,True,False,0,
23/00874/CLP,Newham,,Refuse,2,14326,False,True,6,heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; policy_general; flat_apartment
23/01041/HOUSE,Sevenoaks,,Refused,2,29603,True,True,4,visual_amenity; design_scale_siting; policy_general; greenbelt
23/01045/PLF,East Riding,,Refuse,1,152123,True,False,3,noise; policy_general; flood_drainage
23/01063/FUL,Croydon,,Permission Refused,5,168511,True,True,5,visual_amenity; design_scale_siting; policy_general; flood_drainage; flat_apartment
23/01095/FUL,Cambridge,,Refused Permission,3,27131,True,True,7,noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flat_apartment
23/01152/HOUSE,Newark and Sherwood,,Application Refused,2,17137,True,True,3,noise; design_scale_siting; policy_general
23/01195/FUL,Oxford,,Refused,3,60508,True,False,7,noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flood_drainage
23/01220/FU,Leeds,,Refused,2,14619,False,True,9,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; biodiversity
23/01221/LI,Leeds,,Refused,2,11806,False,True,6,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general
23/01296/HSE,Croydon,,Permission Refused,2,17799,True,True,4,visual_amenity; heritage_conservation_area; design_scale_siting; policy_general
23/01309/FUL,Chester,,Refusal,3,41808,True,False,4,visual_amenity; design_scale_siting; policy_general; greenbelt
23/01383/FUL,Oxford,,Refused,2,46352,True,True,3,noise; neighbour_amenity; policy_general
23/01456/FUL,Dartford,,Application Refused,3,26406,False,True,8,visual_amenity; noise; design_scale_siting; permitted_development; neighbour_amenity; policy_general; flood_drainage; flat_apartment
23/01493/FUL,Northumberland (County),,Application Refused,6,134494,True,True,3,noise; heritage_listed; policy_general
23/01494/LBC,Northumberland (County),,Application Refused,7,135786,True,True,4,noise; heritage_listed; heritage_conservation_area; policy_general
23/01649/FUL,Shropshire,,Refuse,2,15812,True,False,5,noise; heritage_listed; heritage_conservation_area; neighbour_amenity; policy_general
23/01678/LP,Croydon,,Certificate Refused (Lawful Dev. Cert.),2,13036,False,True,6,visual_amenity; heritage_conservation_area; design_scale_siting; permitted_development; policy_general; flat_apartment
23/01709/FUL,Oxford,,Refused,3,49443,True,False,7,noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flood_drainage
23/01796/X,Bristol,,REFUSED,2,18557,False,True,5,design_scale_siting; neighbour_amenity; policy_general; trees_landscaping; flat_apartment
23/01844/HOU,Kingston,,Refuse,1,14811,True,True,4,noise; design_scale_siting; neighbour_amenity; policy_general
23/01937/FUL,Bexley,,Application Refused,1,3689,False,True,3,noise; neighbour_amenity; policy_general
23/0207/HSE,Hertsmere,,Refuse Permission,3,30060,True,True,3,visual_amenity; design_scale_siting; policy_general
23/02098/NMA,Chichester,,REFUSE,2,20204,False,True,9,visual_amenity; noise; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; trees_landscaping; biodiversity; flat_apartment
23/02141/HOUSE,Sevenoaks,,Refused,2,16643,True,False,2,noise; neighbour_amenity
23/02161/DETAIL,Sevenoaks,,Refused,2,10392,True,True,1,neighbour_amenity
23/02294/FUL,Oxford,,Refused,2,50920,True,True,4,noise; neighbour_amenity; policy_general; flood_drainage
23/02328/NMA,Kingston,,Refuse,1,9948,False,True,4,visual_amenity; noise; neighbour_amenity; policy_general
23/02379/FUL,Sheffield,,Refuse,2,16249,False,True,8,visual_amenity; noise; design_scale_siting; permitted_development; neighbour_amenity; policy_general; highways; biodiversity
23/02675/CPU,Oxford,,Refused,2,30300,True,True,3,visual_amenity; heritage_conservation_area; permitted_development
23/02695/CLPU,Bath,,REFUSE,2,16944,False,True,8,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; policy_general; greenbelt; flat_apartment
23/02732/LAWPRO,Tunbridge Wells,,Application Refused,2,13440,False,True,9,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; policy_general; biodiversity; flat_apartment
23/02746/HOU,Kingston,,Refuse,1,19465,True,True,5,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; trees_landscaping
23/02784/FUL,Oxford,,Refused,3,58908,True,False,6,noise; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general; flood_drainage
23/02836/FUL,Oxford,,Refused,5,95242,True,True,7,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general
23/02858/CND,West Oxfordshire,,Split Decision Part Approve Part Refuse,9,930314,False,True,10,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; biodiversity; flat_apartment
23/02921/VAR,Enfield,,Refused,2,21818,True,False,3,visual_amenity; design_scale_siting; policy_general
23/02924/FUL,Oxford,,Refused,3,69654,True,True,3,noise; neighbour_amenity; policy_general
23/03033/FULL,Tunbridge Wells,,Application Refused,3,56591,True,False,3,visual_amenity; heritage_listed; policy_general
23/03066/FULL,Westminster,,Application Refused,2,22311,True,True,3,visual_amenity; heritage_listed; heritage_conservation_area
23/03067/LBC,Westminster,,Application Refused,2,18521,True,True,3,visual_amenity; heritage_listed; heritage_conservation_area
23/03278/CLP,Edinburgh,,Refused,2,8631,True,False,1,permitted_development
23/03605/LP,Croydon,,Certificate Refused (Lawful Dev. Cert.),2,13018,False,True,9,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; policy_general; flood_drainage; flat_apartment
23/03647/FUL,Edinburgh,,Refused,2,19541,True,False,5,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general
23/0395/FUL,Three Rivers,,refused,1,8958,True,False,4,visual_amenity; design_scale_siting; policy_general; flood_drainage
23/03964/FUL,Sheffield,,Refuse,2,21300,False,True,7,visual_amenity; noise; design_scale_siting; permitted_development; neighbour_amenity; policy_general; greenbelt
23/03987/H,Bristol,,REFUSED,2,17208,False,True,8,visual_amenity; noise; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; trees_landscaping
23/0420,Brent,,Permission Refused,2,20669,False,True,10,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; biodiversity; flat_apartment
23/04490/FUL,Croydon,,Permission Refused,3,144038,True,True,4,visual_amenity; design_scale_siting; policy_general; flat_apartment
23/04934/H,Bristol,,REFUSED,2,14684,False,True,8,visual_amenity; noise; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; trees_landscaping
23/05104/CLP,Leeds,,Refused,2,11548,False,True,7,heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; flat_apartment
23/0600/FUL,Three Rivers,,refused,1,10438,True,False,5,visual_amenity; design_scale_siting; neighbour_amenity; policy_general; highways
23/07218/FU,Leeds,,Refused,2,16464,False,True,5,visual_amenity; design_scale_siting; permitted_development; neighbour_amenity; policy_general
23/07473/FU,Leeds,,Refused,2,16712,False,True,6,visual_amenity; noise; design_scale_siting; permitted_development; neighbour_amenity; policy_general
23/08855/NMA,Westminster,,Application Refused,2,9070,True,False,0,
23/08935/FULL,Westminster,,Application Refused,3,41145,True,True,3,visual_amenity; heritage_conservation_area; design_scale_siting
23/0985/HSE,Hertsmere,,Refuse Permission,2,31774,True,True,5,noise; design_scale_siting; permitted_development; neighbour_amenity; policy_general
23/0998/CP,Greenwich,,Refuse,2,53415,True,True,1,permitted_development
23/104/PP,Orkney,,Application Refused,2,26672,True,False,5,visual_amenity; heritage_listed; heritage_conservation_area; neighbour_amenity; highways
23/11278,New Forest (District),,Refused,14,529843,True,False,5,design_scale_siting; neighbour_amenity; policy_general; highways; biodiversity
23/1204/HSE,Hertsmere,,Refuse Permission,2,32113,True,False,3,visual_amenity; design_scale_siting; policy_general
23/1318/HD,Greenwich,,Refuse,2,33851,True,False,4,visual_amenity; design_scale_siting; neighbour_amenity; policy_general
23/1591/FUL,Barnet,,Refuse,2,38343,True,False,0,
23/1843,Brent,,Certificate of Lawfulness - Refused,5,54578,False,True,8,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; flat_apartment
23/1872,Brent,,Permission Refused,12,147387,False,True,12,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; highways; flat_apartment
23/2053/NMA,Three Rivers,,refused,1,5253,False,True,5,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general
23/2150/FUL,Barnet,,Refuse,2,21496,True,True,3,noise; neighbour_amenity; policy_general
23/3544/HD,Greenwich,,Refuse,2,49598,True,False,0,
23/3685/FUL,Barnet,,Refuse,2,41506,True,False,5,visual_amenity; design_scale_siting; neighbour_amenity; policy_general; flat_apartment
23/3839/FUL,Barnet,,Refuse,2,42037,False,True,12,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; greenbelt; highways; flat_apartment
23/500223/FULL,Mid Kent,,Application Refused,3,42137,True,False,4,visual_amenity; design_scale_siting; neighbour_amenity; policy_general
23/503360/FULL,Mid Kent,,Application Refused,2,26686,True,False,4,visual_amenity; heritage_listed; design_scale_siting; policy_general
23/503361/LBC,Mid Kent,,Application Refused,2,23785,True,False,5,visual_amenity; heritage_listed; design_scale_siting; policy_general; biodiversity
23/503646/LAWPRO,Mid Kent,,Application Refused,2,10041,True,True,2,design_scale_siting; permitted_development
23/AP/1583,Southwark,,Minor - REFUSED,4,48401,True,True,2,visual_amenity; heritage_conservation_area
23/P/00993,Guildford,,"Part Approved, Part Refused",2,35564,True,True,2,permitted_development; policy_general
23/P/01434,Guildford,,Refuse,2,24752,True,False,5,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general
23/P/01435,Guildford,,Refuse,2,20042,True,False,5,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general
230131,Wokingham,,Refused,3,11590,False,True,5,visual_amenity; noise; design_scale_siting; neighbour_amenity; flat_apartment
231716,Wokingham,,Refused,5,11616,False,True,3,noise; design_scale_siting; neighbour_amenity
231877,Colchester,,Refuse,1,11317,False,True,6,noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general
24/00236/FUL,Sheffield,,Refuse,2,13367,False,True,7,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general; highways; biodiversity
24/00273/HFUL,Cambridge,,Refused Permission,4,32162,True,True,3,noise; neighbour_amenity; policy_general
24/00289/FUL,Cheltenham,,Refuse,6,33469,True,True,2,visual_amenity; design_scale_siting
24/00335/F,Cherwell,,Refused,2,19351,True,True,4,noise; design_scale_siting; neighbour_amenity; policy_general
24/00456/P,East Lothian,,Application Refused,2,22078,True,False,4,visual_amenity; design_scale_siting; policy_general; flat_apartment
24/00469/FULH,Watford,,Refuse Planning Permission,2,14448,True,False,3,noise; neighbour_amenity; policy_general
24/00481/HOUSE,Sevenoaks,,Refused,2,16192,True,False,2,noise; neighbour_amenity
24/00598/FULH,North Tyneside,,Application Refused,2,18485,True,True,3,noise; neighbour_amenity; policy_general
24/00603/FULH,North Tyneside,,Application Refused,2,15772,True,True,3,noise; neighbour_amenity; policy_general
24/00705/H,Bristol,,REFUSED,2,16423,True,True,3,noise; neighbour_amenity; policy_general
24/00982/HOU,Teignbridge,,PERMISSION REFUSED,2,29168,True,True,6,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general; flat_apartment
